33285560,2017-11-28 09:23:00,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 09:23:39,进入首页,125.70.0.228,2,
33285560,2017-11-28 09:24:26,进入首页,125.70.0.228,2,
33285560,2017-11-28 09:24:26,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 09:24:28,资讯-查看分类资讯,125.70.0.228,2,
33285560,2017-11-28 09:24:28,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 09:24:28,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 09:24:28,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 09:24:29,进入资讯页面,125.70.0.228,2,
33285560,2017-11-28 09:24:30,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 09:24:38,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 10:15:46,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 10:15:51,进入首页,125.70.0.228,2,
33285560,2017-11-28 10:15:51,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 10:15:53,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 11:17:03,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 11:17:03,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 11:17:04,进入钱坤大学堂页面,125.70.0.228,2,
33285560,2017-11-28 11:17:04,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 11:17:08,达人赛-切换排行榜,125.70.0.228,2,
33285560,2017-11-28 11:17:09,达人赛-切换排行榜,125.70.0.228,2,
33285560,2017-11-28 11:17:11,达人赛-切换排行榜,125.70.0.228,2,
33285560,2017-11-28 11:17:11,达人赛-切换排行榜,125.70.0.228,2,
33285560,2017-11-28 11:17:12,达人赛-切换排行榜,125.70.0.228,2,
33285560,2017-11-28 11:17:12,达人赛-切换排行榜,125.70.0.228,2,
33285560,2017-11-28 11:17:12,达人赛-切换排行榜,125.70.0.228,2,
33285560,2017-11-28 11:17:12,达人赛-切换排行榜,125.70.0.228,2,
33285560,2017-11-28 11:17:13,进入达人赛页面,125.70.0.228,2,
33285560,2017-11-28 11:17:13,达人赛-查看排行榜详情,125.70.0.228,2,
33285560,2017-11-28 11:17:24,进入达人赛页面,125.70.0.228,2,
33285560,2017-11-28 11:17:24,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 11:17:25,资讯-查看分类资讯,125.70.0.228,2,
33285560,2017-11-28 11:17:25,进入钱坤大学堂页面,125.70.0.228,2,
33285560,2017-11-28 11:17:25,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 11:17:28,进入资讯页面,125.70.0.228,2,
33285560,2017-11-28 11:17:28,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 11:19:00,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 11:19:09,行情-自选,125.70.0.228,2,
33285560,2017-11-28 11:19:10,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 11:19:16,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 11:20:00,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 11:20:18,行情-自选,125.70.0.228,2,
33285560,2017-11-28 11:20:34,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 11:20:37,行情,125.70.0.228,2,
33285560,2017-11-28 11:20:39,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 12:18:37,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 12:18:48,进入首页,125.70.0.228,2,
33285560,2017-11-28 12:18:48,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 12:18:50,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 13:34:26,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 13:34:31,进入首页,125.70.0.228,2,
33285560,2017-11-28 13:34:31,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 13:34:33,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 15:21:15,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 15:21:37,进入首页,125.70.0.228,2,
33285560,2017-11-28 15:21:37,首页-查看热门专栏,125.70.0.228,2,
33285560,2017-11-28 15:21:40,进入首页,125.70.0.228,2,
33285560,2017-11-28 15:21:40,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 15:21:41,资讯-查看分类资讯,125.70.0.228,2,
33285560,2017-11-28 15:21:41,资讯-查看分类资讯,125.70.0.228,2,
33285560,2017-11-28 15:21:41,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 15:21:41,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 15:21:42,进入钱坤大学堂页面,125.70.0.228,2,
33285560,2017-11-28 15:21:42,进入资讯页面,125.70.0.228,2,
33285560,2017-11-28 15:21:42,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 15:21:42,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 15:21:43,进入首页,125.70.0.228,2,
33285560,2017-11-28 15:21:43,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 15:38:23,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 15:42:22,进入首页,125.70.0.228,2,
33285560,2017-11-28 15:42:22,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 15:42:24,行情,125.70.0.228,2,
33285560,2017-11-28 15:42:26,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 15:44:49,行情-自选,125.70.0.228,2,
33285560,2017-11-28 16:39:11,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 16:39:14,进入首页,125.70.0.228,2,
33285560,2017-11-28 16:39:14,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 16:39:15,资讯-查看分类资讯,125.70.0.228,2,
33285560,2017-11-28 16:39:15,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 16:39:15,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 16:39:16,资讯-查看分类资讯,125.70.0.228,2,
33285560,2017-11-28 16:39:16,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 16:39:17,进入资讯页面,125.70.0.228,2,
33285560,2017-11-28 16:39:18,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 16:39:26,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 16:54:51,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 16:54:56,进入首页,125.70.0.228,2,
33285560,2017-11-28 16:54:56,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 16:54:57,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 17:02:22,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:02:27,进入首页,125.70.0.228,2,
33285560,2017-11-28 17:02:27,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:02:29,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 17:05:01,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:05:04,进入首页,125.70.0.228,2,
33285560,2017-11-28 17:05:04,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:05:07,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 17:30:23,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:30:29,进入首页,125.70.0.228,2,
33285560,2017-11-28 17:30:29,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:30:30,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 17:30:43,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 17:36:45,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:36:48,进入首页,125.70.0.228,2,
33285560,2017-11-28 17:36:48,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:36:49,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 17:36:56,行情-自选,125.70.0.228,2,
33285560,2017-11-28 17:37:27,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 17:57:49,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:57:58,进入首页,125.70.0.228,2,
33285560,2017-11-28 17:57:58,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 17:58:06,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 17:58:17,行情,125.70.0.228,2,
33285560,2017-11-28 17:58:19,行情-自选,125.70.0.228,2,
33285560,2017-11-28 17:58:35,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 17:58:45,行情-自选,125.70.0.228,2,
33285560,2017-11-28 17:59:23,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:00:02,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:00:12,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:00:40,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:00:46,行情,125.70.0.228,2,
33285560,2017-11-28 18:00:47,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:00:48,行情,125.70.0.228,2,
33285560,2017-11-28 18:00:49,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:04:44,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:04:50,进入首页,125.70.0.228,2,
33285560,2017-11-28 18:04:50,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:04:51,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:04:51,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:04:52,资讯-查看分类资讯,125.70.0.228,2,
33285560,2017-11-28 18:04:53,进入资讯页面,125.70.0.228,2,
33285560,2017-11-28 18:04:53,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:04:54,进入钱坤大学堂页面,125.70.0.228,2,
33285560,2017-11-28 18:04:54,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:04:55,进入达人赛页面,125.70.0.228,2,
33285560,2017-11-28 18:04:55,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:04:57,进入钱坤大学堂页面,125.70.0.228,2,
33285560,2017-11-28 18:04:57,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:00,进入资讯页面,125.70.0.228,2,
33285560,2017-11-28 18:05:00,资讯-查看文章详情,125.70.0.228,2,
33285560,2017-11-28 18:05:03,栏目更新资讯查看,125.70.0.228,2,
33285560,2017-11-28 18:05:03,资讯-查看分类资讯,125.70.0.228,2,
33285560,2017-11-28 18:05:09,进入钱坤大学堂页面,125.70.0.228,2,
33285560,2017-11-28 18:05:09,进入资讯页面,125.70.0.228,2,
33285560,2017-11-28 18:05:09,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:09,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:10,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:05:10,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:14,进入首页,125.70.0.228,2,
33285560,2017-11-28 18:05:14,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:15,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:05:15,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:17,进入钱坤大学堂页面,125.70.0.228,2,
33285560,2017-11-28 18:05:17,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:22,模拟操盘,125.70.0.228,2,
33285560,2017-11-28 18:05:22,进入达人赛页面,125.70.0.228,2,
33285560,2017-11-28 18:05:25,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:25,进入模拟操盘页面,125.70.0.228,2,
33285560,2017-11-28 18:05:26,栏目更新资讯查看,125.70.0.228,2,
33285560,2017-11-28 18:05:26,进入钱坤大学堂页面,125.70.0.228,2,
33285560,2017-11-28 18:05:26,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:28,进入资讯页面,125.70.0.228,2,
33285560,2017-11-28 18:05:28,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:05:30,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:05:33,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:05:33,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:06:52,进入首页,125.70.0.228,2,
33285560,2017-11-28 18:06:52,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:06:55,行情,125.70.0.228,2,
33285560,2017-11-28 18:07:04,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:07:06,行情,125.70.0.228,2,
33285560,2017-11-28 18:07:09,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:07:11,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:07:12,行情,125.70.0.228,2,
33285560,2017-11-28 18:07:14,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:07:14,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:08:26,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:08:28,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:08:49,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:08:55,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:09:03,行情-自选,125.70.0.228,2,
33285560,2017-11-28 18:09:34,栏目更新资讯查看,125.70.0.228,2,
33285560,2017-11-28 18:09:34,进入行情页面,125.70.0.228,2,
33285560,2017-11-28 18:09:34,首页-底部功能栏,125.70.0.228,2,
33285560,2017-11-28 18:09:36,进入资讯页面,125.70.0.228,2,
33285560,2017-11-28 18:09:36,首页-底部功能栏,125.70.0.228,2,
